id,type,text1,text2,text3,notes
planet_culann_sindrian_diktat,CUSTOM,"The oldest of the famous mines of Culann were converted shortly after the Collapse into a major Tri-Tachyon military base which projected power throughout the inner Hybrasil system and into the neighbouring systems. As the Ministry of Order and the Lion's Guard disrupted each others operations upon the surface due to a lack of shared intelligence or mutual trust, and the Ministry of Patriotism made sure to only record the good parts of the fighting, the Ministry of Science & Technology had their agents deep within the Culann laboratories securing and containing the many wondrous marvels enshrined on blood-slicked operating tables like sacramental altars. ",,"None are presently allowed within the laboratories of Culann aside from the Ministry of Science & Technology and Philip Andrada himself, not even the Lion's Guard are permitted within its halls, and especially no regulatory committee members to disrupt vital progress for humanity.",
planet_culann_neutral,CUSTOM,"The oldest of the famous mines of Culann were converted shortly after the Collapse into a major Tri-Tachyon military base which projected power throughout the inner Hybrasil system and into the neighbouring systems. The deepest arsenals were said to contain fabulous weapons based on arcane technology revealed by incomprehensible AI-epiphany, though complete devastation has revealed none of these rumors to the eyes of the sector. Yet those scavenging its vacuumed halls all report, deep into the unexplored depths, one can hear the crackling laughter of thirsting gods, and the screams of those trapped with them, deprived of death in a cold, metal afterlife. A soft blue glow can be seen on rare occasions, flickering in the darkness before vanishing. These sights grow the closer one comes to the nanoforge chamber, and so none have breached it yet.",,,
,,,,,
planet_donn_hegemony,CUSTOM,"A lonely, ancient world which early robot probes of the Sector quickly determined was not formed in the Hybrasil system, but rather captured by Hybrasil some hundreds of millions of years ago. Donn was flagged as low-to-moderate interest due to easily accessible concentrations of heavy metals. Home to Robotica, the state sponsored drone thunderdome program of choice. Where modified Borers, souped up Mining Pods, weathered Terminators, overdriven Wasps, and even gleaming unknown models engage in thrilling combat, which ends when a drone is immobilized or removed from the arena. While the planet's population is low, the fights are broadcasted throughout the Core worlds to millions of enthusiasts.",,,
planet_donn_independent,CUSTOM,"A lonely, ancient world which early robot probes of the Sector quickly determined was not formed in the Hybrasil system, but rather captured by Hybrasil some hundreds of millions of years ago. Donn was flagged as low-to-moderate interest due to easily accessible concentrations of heavy metals. Home to the Official Kite Fan Club, a social club where owners of varying hull types and loadouts meet up, share stories, and even race their beloved Kites.",,,
planet_donn_luddic_church,CUSTOM,"A lonely, ancient world which early robot probes of the Sector quickly determined was not formed in the Hybrasil system, but rather captured by Hybrasil some hundreds of millions of years ago. Donn was flagged as low-to-moderate interest due to easily accessible concentrations of heavy metals. Home to Donn University, residing in the capital habdome of the planet, a prestigious college of the arts run by the soft spoken Father Gapon. Many aspiring artists travel great distances to learn from the contemporary masters of canvas, tune and word.",,,
planet_donn_luddic_path,CUSTOM,"A lonely, ancient world which early robot probes of the Sector quickly determined was not formed in the Hybrasil system, but rather captured by Hybrasil some hundreds of millions of years ago. Donn was flagged as low-to-moderate interest due to easily accessible concentrations of heavy metals. Home to the Atlantean Paintball League, where young souls are shuttled in after winning regional tournaments to compete in large scale habdomes featuring recreations of noteworthy stations and planetary locations, such as Laicaille Habitat and the Nomios Cryosanctum. Winning fireteams are granted scholarships in elite combat academies.",,,
planet_donn_persean,CUSTOM,"A lonely, ancient world which early robot probes of the Sector quickly determined was not formed in the Hybrasil system, but rather captured by Hybrasil some hundreds of millions of years ago. Donn was flagged as low-to-moderate interest due to easily accessible concentrations of heavy metals. Home to the Twilight Resort, a beloved and prestigious hotel frequented by the likes of Kazeron oligarchs, Westernesse nobility, and Mazalot crime bosses. The resort itself is supported by a hodge-podge of hab domes housing the resort staff clustered around the facility, which is also known for its stargazing room, which has a pristine megascope.",,,
planet_donn_sindrian_diktat,CUSTOM,"A lonely, ancient world which early robot probes of the Sector quickly determined was not formed in the Hybrasil system, but rather captured by Hybrasil some hundreds of millions of years ago. Donn was flagged as low-to-moderate interest due to easily accessible concentrations of heavy metals. The Ministry of Labor has utilized a native fauna to Donn, a silicon-based annelid species dubbed the Oreworm, to assist in the mining and refining of ores. Due to their useful nature in consuming rocks and excreting pure ores, and their equivalent size to most household pets, local miners have taken a liking to the beasts, and often select specific companion worms to accompany them in not just work, but as beloved residents in their homes.",,,
planet_donn_tritachyon,CUSTOM,"A lonely, ancient world which early robot probes of the Sector quickly determined was not formed in the Hybrasil system, but rather captured by Hybrasil some hundreds of millions of years ago. Donn was flagged as low-to-moderate interest due to easily accessible concentrations of heavy metals. Informally known as the most depressing place to work in Tri-Tachyon, a budding tabletop network has emerged to help distract clerks, managers, and company miners from the dull drudgery of the day, ranging from medieval fantasy to cyberpunk.",,,
planet_donn_neutral,CUSTOM,"A lonely, ancient world which early robot probes of the Sector quickly determined was not formed in the Hybrasil system, but rather captured by Hybrasil some hundreds of millions of years ago. Donn was flagged as low-to-moderate interest due to easily accessible concentrations of heavy metals. Life support systems remain viable, and Donn residents remain sustained by the efforts of smugglers and hydroponic domes, but planetary leadership is scattered as each dome has coalesced around their own local leaders or councils, each with a different opinion on which central authority to align with, or if any should be joined with at all.",,,
,,,,,
planet_nomios_hegemony,CUSTOM,"Dirty ammonia snow falls from the thin atmosphere in fitful storms on Nomios, but the drifts are small and mostly cleared away from the armoured landing-bays of the surgeon general by crawler drones. The cryosanctum has been converted to a holding facility for those with terminal or inoperable conditions, to contain critical cases until medical technology has caught up with their illnesses. In times of great conflict, the great freezers are used to store battlefield casualties until room opens for said citizens in the operating theaters of the frozen world.",,,
planet_nomios_luddic_church,CUSTOM,"Dirty ammonia snow falls from the thin atmosphere in fitful storms on Nomios, but the drifts are small and mostly cleared away from the armoured landing-bays of the Luddic vault by crawler drones. The faithful have put an end to the parasitic harvesting of the innocent, yet continue to utilize the cryosanctum; those within continue to await the utopia promised by the Church.",,,
planet_nomios_luddic_path,CUSTOM,"Dirty ammonia snow falls from the thin atmosphere in fitful storms on Nomios, but the drifts are small and mostly cleared away from the armoured landing-bays of the faithful outpost by crawler drones. The victims of the harvesters have been saved from limbo, their captors thrown into the gale. The machinery has been disabled after the salvation of its prisoners, for we cannot forge a better future if we wait for others to do so for us.",,,
planet_nomios_persean,CUSTOM,"Dirty ammonia snow falls from the thin atmosphere in fitful storms on Nomios, but the drifts are small and mostly cleared away from the armoured landing-bays of the ruling noble house by crawler drones. The House of Kavanagh, a minor noble family of Suddene, has gained great influence by the ownership of the cryosanctum. For many ailing lords of industry and targeted princes will pay dearly to seek shelter in stasis until their health can be tended, or their bloodline is safe from the blade of assassins. Yet some will pay even more heavily for a most tragic accident in a single cryopod.",,,
planet_nomios_pirates,CUSTOM,"Dirty ammonia snow falls from the thin atmosphere in fitful storms on Nomios, but the drifts are small and mostly cleared away from the armoured landing-bays of the ruling privateer council by crawler drones. Both hostages and influential pirate fleet figures are held in stasis until needed.",,,
planet_nomios_sindrian_diktat,CUSTOM,"Dirty ammonia snow falls from the thin atmosphere in fitful storms on Nomios, but the drifts are small and mostly cleared away from the armoured landing-bays of the ruling ministry by crawler drones. The Ministry of Social Care conducts experimental cryogenic treatment for the ill and to conduct trials of new potential therapies on volunteers, mostly from the Ministry of Patriotism. For those who decide to donate their bodies to the needs of the nation, donated organs and tissue offer many material benefits, to be given to their next of kin if they perish in extraction.",,,
planet_nomios_tritachyon,CUSTOM,"Dirty ammonia snow falls from the thin atmosphere in fitful storms on Nomios, but the drifts are small and mostly cleared away from the armoured landing-bays of the reputable corporation by crawler drones. Clientele are given the opportunity to escape to a better future for a nominal fee; viable customers may earn credits by volunteering for pharmaceutical trials during their stay.",,,
planet_nomios_neutral,CUSTOM,"Dirty ammonia snow falls from the thin atmosphere in fitful storms on Nomios, but the drifts are small and in better times were cleared away from the armoured landing-bays of the colony by crawler drones, now dormant and scattered in the freezing halls, empty of purpose and energy. The cryostasis facility runs on many redundant backup systems, so its passengers are still safe.",,,
,,,,,
planet_ancyra_independent,CUSTOM,"A dry and old world with a sluggish magnetic field partially stripped of volatiles by solar wind. There is evidence that this was once a world covered by shallow, warm seas: bleached dunes of salt, odd towers and ridges of uniquely crystallized silica, and a few briny aquifers tapped are exploited by human settlers. Independent rule has seen local governments spending more on infrastructure and farming subsidies, resulting in reliable transit between settlements and cities.",,,
planet_ancyra_luddic_church,CUSTOM,"A dry and old world with a sluggish magnetic field partially stripped of volatiles by solar wind. There is evidence that this was once a world covered by shallow, warm seas: bleached dunes of salt, odd towers and ridges of uniquely crystallized silica, and a few briny aquifers tapped are exploited by human settlers. An influx of specialists and funding from the Church of Galactic Redemption has resulted in a higher quality of life for Ancryan citizens, to the extent where the planetary authority is steadily establishing new cathedrals, museums, and schools in its cities.",,,
planet_ancyra_luddic_path,CUSTOM,"A dry and old world with a sluggish magnetic field partially stripped of volatiles by solar wind. There is evidence that this was once a world covered by shallow, warm seas: bleached dunes of salt, odd towers and ridges of uniquely crystallized silica, and a few briny aquifers tapped are exploited by human settlers. The planetary economy has found modest success as a tourist destination, as the desert and its salt pillars are considered significant to the Luddic Path, and pilgrims are often generous to local rescue parties searching for lost, dehydrated spiritualists.",,,
planet_ancyra_persean,CUSTOM,"A dry and old world with a sluggish magnetic field partially stripped of volatiles by solar wind. There is evidence that this was once a world covered by shallow, warm seas: bleached dunes of salt, odd towers and ridges of uniquely crystallized silica, and a few briny aquifers tapped are exploited by human settlers. Capital of the declared State of Galatia, donations from Madeira have resulted in solid bonds between the two governments, and frequent celebrations of Galatian culture broadcast planet-wide, its military a strong source of pride for the young nation.",,,
planet_ancyra_pirates,CUSTOM,"A dry and old world with a sluggish magnetic field partially stripped of volatiles by solar wind. There is evidence that this was once a world covered by shallow, warm seas: bleached dunes of salt, odd towers and ridges of uniquely crystallized silica, and a few briny aquifers tapped are exploited by human settlers. After an aggressive acquisition by Bison Steel, the majority of the planet's population works in some capacity for the shipbreaking company, as the corporate state has overtaken all public services at a nominal fee, resulting in virtually all Ancryans working off an endless company debt for living fees, tool rental charges, and the right to reside on Ancyra.",,,
planet_ancyra_sindrian_diktat,CUSTOM,"A dry and old world with a sluggish magnetic field partially stripped of volatiles by solar wind. There is evidence that this was once a world covered by shallow, warm seas: bleached dunes of salt, odd towers and ridges of uniquely crystallized silica, and a few briny aquifers tapped are exploited by human settlers. Construction of Citadel Superbia has taken over local industry, a massive project that consumes endless funds, which locals doubt will ever be completed.",,,
planet_ancyra_tritachyon,CUSTOM,"A dry and old world with a sluggish magnetic field partially stripped of volatiles by solar wind. There is evidence that this was once a world covered by shallow, warm seas: bleached dunes of salt, odd towers and ridges of uniquely crystallized silica, and a few briny aquifers tapped are exploited by human settlers. Local industry is focused on the Monolith, a crystal tower designed after the fabled structures of the Domain era. Construction is ongoing with no end in sight.",,,
planet_ancyra_neutral,CUSTOM,"A dry and old world with a sluggish magnetic field partially stripped of volatiles by solar wind. There is evidence that this was once a world covered by shallow, warm seas: bleached dunes of salt, odd towers and ridges of uniquely crystallized silica, and a few briny aquifers tapped are exploited by human settlers. Central authority has been shaken, yet settlements maintain local law and supply their many citizens, too busy fending off bandits to re-establish planetary control.",,,
,,,,,
station_ancyra_independent,CUSTOM,"Ancyra Station is a bastion of advanced research in Independent space and a prestigious post sought by graduates of the few remaining universities of the Core worlds. The chancellorship is a post appointed by the planet's administrator, and the facility itself is focused on development of a new sector-wide communication network, free of background corporate data collection.",,,
station_ancyra_luddic_church,CUSTOM,"Ancyra Station is a bastion of independent research in Church space and a prestigious post sought by graduates of the few remaining universities of the Core worlds. The chancellorship is a post outside of the Church of Galactic Redemption, although the station has received generous funding from philanthropists in the upper ranks of the organization. The scientists aboard have focused on creating safer mining practices and tools, both orbital and planetary.",,,
station_ancyra_luddic_path,CUSTOM,"Ancyra Station is a bastion of historical research in Path territory and a prestigious post sought by graduates of the few remaining universities of the Core worlds. The chancellorship is a post appointed by the High Crusader, and the institute is a vital fixture for Luddic administration of the Persean Sector. Station personnel seek out lost transcripts and near-forgotten history, while also preserving the most mundane of common events, with all records available for public use. The institute goes by the belief that as the sector forgets its history, it is doomed to repeat it.",,,
station_ancyra_pirate,CUSTOM,"Ancyra Station is the bastion of psychological research in free space and a prestigious post sought by graduates of the few remaining universities of the Core worlds. The chancellorship is a post held by the Chief Marketing Officer of Bison Steel, with company researchers finding new ways to innovate the synergy of their shipbreaking contractors, the latest study showing that transmitting music to suit helmets which matches psychological profiles resulted in a 40% lower accident rate, and even humming while working, a solid sign of job satisfaction.",,,
station_ancyra_persean,CUSTOM,"Ancyra Station is a bastion of independent research in League space and a prestigious post sought by graduates of the few remaining universities of the Core worlds. The chancellorship is a post assigned by the Galatian Minister of Science, with station researchers working on hardy strains of crops, affordable water purifiers, and stronger construction materials for public works.",,,
station_ancyra_sindrian_diktat,CUSTOM,"Ancyra Station is the prize jewel of the Ministry of Education, a prestigious post sought by graduates of the few remaining universities of the Core worlds. The chancellorship is a post occupied by the Minister of Education exclusively, who has instituted a generous grant system to entice as many young minds to learn as possible, to ensure the Diktat suffers no shortage of specialists. The Ministry of Patriotism often intrudes on station operations to demand inclusion of periods of Philip Andrada's life and courses on the good of the state, with few tangible results.",,,
station_ancyra_tritachyon,CUSTOM,"Ancyra Station is the center of corporate research in Tri-Tachyon space and a prestigious post sought by graduates of the few remaining universities of the Core worlds. The chancellorship is a post appointed by the Chief Operating Officer of the company personally, and the station often produces new personal devices for the company's many devoted customers, with an innovative spin on the Tri-Pad supposedly in the works. Ships often line up at the docks months ahead of vague scheduled events, hoping for a new device and not a standard patch announcement.",,,
station_ancyra_neutral,CUSTOM,"Ancyra Station is a silent research station, once a prestigious post sought by graduates of the few remaining universities of the Core worlds. With the loss of planetary administration, station personnel rushed to safely mothball the institute, evacuating staff and securing records. It now remains in orbit, systems offline, but ready to be reclaimed for the sacred cause of knowledge.",,,
,,,,,
station_kantas_den_hegemony,CUSTOM,"The asteroid habitat was taken with ease by Hegemony forces, with minimal resistance from Kanta, as she was awaiting the invasion fleet in the meeting room. Handed over to the commanding Hegemony admiral were decades of intel reports, in accordance with the plans of Kanta and the Fifth Bureau. Correspondence going back to Loke's betrayal proved the pirate haven to be a long standing operation between the bureau and the loyal Kanta, to gather as much information as was useful before returning the station to service as a civilian habitat and Kanta to full service. Admiral Kanta now administers the logistical demands of Habitat M-12 while commanding system naval assets in hunting pirates.",,,
station_kantas_den_independent,CUSTOM,"Kanta could see the changing tides, and turned to more legitimate means of sustaining her minor dynasty, at least in the public eye. Smugglers take more care for their trade to be untraced, major factions care little to investigate any wrongdoing. Technical legality has granted more trade to Kanta's corner of the galaxy, at the cost of putting up appearances. Considered the hub of trade for the reborn Maxios Charter, most in-system supplies travel in and out of this station before reaching their final destination, with a negotiable tariff applied as needed.",,,
station_kantas_den_luddic_church,CUSTOM,"As Knights of Ludd closed in, they found the stealth mines deactivated, and the brigands of the station lowering their armaments. The cause was discovered as Kanta's chambers were entered, where she professed a vision from Ludd Himself, to seek redemption in His loving arms. Moved by her passion, or hesitant to shoot an unarmed elderly woman, the Knights allowed Kanta to retain her beloved Den if she would obey the scripture. Which she does, in an official capacity at the very least.",,,
station_kantas_den_luddic_path,CUSTOM,"The habitat was quickly taken by the righteous zeal of Ludd, and it's odd thousands were nearly put to the test of His divine love. But as the agents of judgment boarded the station, holofeeds displayed a live message from Kanta herself, who offered a deal to the crusading invaders. She would retain administration of her Den, and would cooperate with the needs of the Path, without dealing in restricted technologies. In exchange, she would not detonate the live warhead welded into the heart of the station, which was connected to a dead man's switch wired to her heart. A discussion was held by the crusaders, who agreed a close eye on the crone was better than the entire station turning into a cloud of debris, and so the pact was made and sealed.",,,
station_kantas_den_persean,CUSTOM,"League personnel were surprised to find an incoming message from Kanta's Den as they closed in, more surprised to find the comms-feed had Kanta wearing the armband of the Persean League as she spoke. Professing loyalty to the cause of the League, and undying resistance to the Hegemony, she was quickly granted the title of Baroness as the invading fleet came, made an official ceremony on the spot, installed a new station security team, and left for more important business. Of course, Kanta is a noble of her word, would never deal with the Hegemony on the side, and would never bribe her own subordinates.",,,
station_kantas_den_sindrian_diktat,CUSTOM,"The Ministry of Social Care is the dominant department aboard Kanta's Den, led by Kanta who all those years ago assisted a young Andrada in the downfall of Warlord Loke. Such loyalty is not easily forgotten by the Lion of Sindria, even action taken in the flash of a single moment. The Ministry of Order continues to insist Kanta is disloyal, and the Ministry of Patriotism sends agents to find compromising material regularly. As her Den has become the official seat of the Ministry of Social Care, and she becomes a more likely candidate to become the next minister of the organization, these investigations have only increased in frequency.",,,
station_kantas_den_tritachyon,CUSTOM,"Corporate liaisons quickly struck a deal with Kanta to make her administration fall under the corporate borders of Tri-Tachyon, aided by the fact that none knew the station as well as the ancient pirate it was named after. Additionally, her name had brand power in the system. Kanta's Den is now a gambling den for those willing to spend big in the sector, where all are permitted if they are willing to pay the entry fee. Some say the station is bugged, but said people should relax, have a drink on the house, and share the odd secret with the waiting staff to show their importance.",,,
station_kantas_den_neutral,CUSTOM,"An asteroid habitat was taken by force during the Maxios Charter collapse by a wildly ambitious logistics security officer, Kanta, who cut herself a deal with local pirate groups to act as their secure base of operations. The station was protected by a cloud of stealth-mines and crude firebases while Kanta herself, now nearly two hundred years old, heads a minor dynasty, still holding tight personal control over 'the family business'. While her location is unknown, her vital signs were still green as she fled the system and the destruction of her den.",,,
,,,,,
planet_ogre_hegemony,CUSTOM,"Barren and highly irradiated, this planet is devoid of native life, and a harsh environment even to hardened robotic operations due to the awesome energies inflicted upon its surface. Habitats are constructed deeply for those mad enough to live here, and the patriotic soldiers of the Hegemony are indeed madly devoted to their cause. Ogre is a maximum security prison, where if one were to make it past the incorruptible guards, the automated turrets, and the sleepless warden who treats his job as a never ending war, there's still the matter of getting off a planet that cooks humans like ration packs.",,,
planet_ogre_independent,CUSTOM,"Barren and highly irradiated, this planet is devoid of native life, and a harsh environment even to hardened robotic operations due to the awesome energies inflicted upon its surface. Habitats are constructed deeply for those mad enough to live here, and the smugglers of the Persean Sector are already quite mad, one would say it's a requirement in their field of work. Here the salvage runners of the sector peddle Domain trinkets and AI War artifacts, and smugglers offer suspiciously discounted bulk goods, the blood on their hands still fresh. Watch your wallet.",,,
planet_ogre_luddic_church,CUSTOM,"Barren and highly irradiated, this planet is devoid of native life, and a harsh environment even to hardened robotic operations due to the awesome energies inflicted upon its surface. Habitats are constructed deeply for those mad enough to live here, and those who live here are indeed driven near to madness. Ogre is but part of the great canvas, where anguish and sorrow were used as the oils in the magnificent painting of our reality. The colony is dedicated to finding purpose amidst what seems endless grief, to know that one is never alone in pain, not truly.",,,
planet_ogre_luddic_path,CUSTOM,"Barren and highly irradiated, this planet is devoid of native life, and a harsh environment even to hardened robotic operations due to the awesome energies inflicted upon its surface. Habitats are constructed deeply for those mad enough to live here, the caretakers of the dying hearts. The unstable reactors of starships are dumped here by the Luddic Path, who use the planet as a massive grave for broken hulls and shattered engines. Redeemed in their fight against the unholy, here lay the sacred dead. Some say they can hear the whispers of the fallen at night.",,,
planet_ogre_persean,CUSTOM,"Barren and highly irradiated, this planet is devoid of native life, and a harsh environment even to hardened robotic operations due to the awesome energies inflicted upon its surface. Habitats are constructed deeply for those mad enough to live here, and the upper caste of the League are indeed maddened from both selective breeding and boardroom politics. The Tia-Ta'xet Polity is led by disgraced princes, middling industrial leaders, and psychotic district governors, leadership rotating as the current dictator is either accepted back to court, runs to the Hegemony, or dies.",,,
planet_ogre_pirates,CUSTOM,"Barren and highly irradiated, this planet is devoid of native life, and a harsh environment even to hardened robotic operations due to the awesome energies inflicted upon its surface. Habitats are constructed deeply for those mad enough to live here, and the Void Marauders are indeed mad enough to live and die on this dead world, at least that is what can be gathered. They won't remove their helmets, their ships never register life signs when engaged. Rumors are they're an experiment gone wrong, automated void suits holding mummified pilots.",,,
planet_ogre_sindrian_diktat,CUSTOM,"Barren and highly irradiated, this planet is devoid of native life, and a harsh environment even to hardened robotic operations due to the awesome energies inflicted upon its surface. Habitats are constructed deeply for those mad enough to live here, and one would have to be mad indeed to slight the Lion of Sindria. Cult leaders, criminal lords, and revolutionary martyrs are held here by the Ministry of Order when simple execution would cause more problems than it is worth, and those who have been cast from Andrada's favor are just as imprisoned as they watch over their charges.",,,
planet_ogre_tritachyon,CUSTOM,"Barren and highly irradiated, this planet is devoid of native life, and a harsh environment even to hardened robotic operations due to the awesome energies inflicted upon its surface. Habitats are constructed deeply for those mad enough to live here, and those with no other choice. Ogre is primarily used as a scavenging post, where crews are regularly sent from the planet to comb the remnants of great fleets spiraling through the night sky ad infinitum. Assignment to Ogre is considered a terrible punishment, where the radiation shielding is as strong as company faith. For those willing to pay extra, rad-shielded dorms are only five times the usual rate.",,,
,,,,,
planet_chitagupta_hegemony,CUSTOM,Officials within the Hegemony came to the conclusion that the current military presence within the Naraka system was inadequate after a League raid left the largest refinery on Yama lying in ruin. Hegemony logistics officers here regularly compete with Nachiketa for the highest quality military supplies flowing into the system.,,,
planet_chitagupta_independent,CUSTOM,"An optimistic startup company has taken over operations on this world. While they were originally certain they would make tremendous profits from strip mining operations, the cruel reality of the destitute planet has left them on the verge of bankruptcy.",,,
planet_chitagupta_luddic_church,CUSTOM,"A small community of refugees exists on this desolate world. The recent crisis on Yama saw many civilians losing their homes and work with a large minority being Luddites. The Church recognizing their plight has provided material aid to the refugees. In turn, much of the population has converted.",,,
planet_chitagupta_luddic_path,CUSTOM,"A small community of Pathers ekes out an existence here. Hidden between the crags of two mountains, the blasts of heat so thoughtfully provided by Naraka can be avoided to an extent. Nearly all Pather colonies look closer to military outposts and this one does not seem to be an exception to the rule.",,,
planet_chitagupta_persean,CUSTOM,"League officials were more than happy to spread their influence to the Naraka system when given the opportunity. While the colony has proved to be exceptionally unprofitable, the military dockyards in development seem to be the real focus. Any accusations of encroachment into Hegemony space are denied, citing the planet belonging to the League since ancient times and the previously unheard of Nine-System Line.",,,
planet_chitagupta_pirates,CUSTOM,"After an over-ambitious company found themselves bankrupt extracting resources on this desolate world, the miners wasted no time storming the company headquarters to take over operations for themselves. After the miners opened their doors to the more disreputable factions in the sector they quickly found they had turned the colony into a hub of pirate activity in the system.",,,
planet_chitagupta_sindrian_diktat,CUSTOM,"The Diktat, ever mindful of its market share of fuel, has taken a more active approach to cut down competition from the Hegemony. Raids by privateers on convoys in the system are just infrequent enough to prevent a constant full-scale conflict between the Diktat and Hegemony. The Labor and Order ministries both hold equal authority over Chitagupta, but neither cares enough to cement total control over such an otherwise worthless rock.",,,
planet_chitagupta_tritachyon,CUSTOM,Innumerable Tri-Tachyon solar plants dot the equator of this planet where the most energy from the rays of Naraka can be collected in a day. Officials are certain they are bound to make a net profit eventually due to the lack of maintenance required and frequent power shortages on Yama.,,,
,,,,,
planet_nachiketa_independent,CUSTOM,"This world was selected by Domain bureaucrats as a site for one of the Sector's AM fuel production facilities due to having no outstanding value apart from existing on a convenient axis of expansion into further frontiers. Hegemony officials were forced to relinquish control of the planet to the underlying civilian hierarchy after constant logistical shortages and civil unrest. The planet still serves as the primary source of military power projection in the system and maintains an amicable relationship with the Hegemony. Under new leadership the planet has become a major hub for scavengers and prospectors, fueling up for relatively cheap prices before plunging into the fringes of the sector.",,,
planet_nachiketa_luddic_church,CUSTOM,"This world was selected by Domain bureaucrats as a site for one of the Sector's AM fuel production facilities due to having no outstanding value apart from existing on a convenient axis of expansion into further frontiers. The Knights of Ludd rule this world in an indefinite extension of martial law. In that regard, it seems little has changed since the transition of power from the Hegemony. The AM fuel production facilities on the planet while damaged still have enough production capability to relieve concerns within the Church of growing dependency on Sindrian fuel. With the Luddites becoming the major military power in the system, the planet's Sub-presbyter Orbis has become increasingly belligerent towards any heretical polities in the system.",,,
planet_nachiketa_luddic_path,CUSTOM,"This world was selected by Domain bureaucrats as a site for one of the Sector's AM fuel production facilities due to having no outstanding value apart from existing on a convenient axis of expansion into further frontiers. Hegemony officials despaired to learn the irreplaceable AM fuel facilities on Nachiketa had fallen into Pather hands. For the present, the Path seems in favor of using the planet's output to fuel their ramshackle fleets instead of blowing the entire facility into orbit... though that is likely to change on a whim. Luddic holy armadas fuel up here before raiding mercantile convoys across the sector. Few outside the church celebrate this turn of events.",,,
planet_nachiketa_persean,CUSTOM,"This world was selected by Domain bureaucrats as a site for one of the Sector's AM fuel production facilities due to having no outstanding value apart from existing on a convenient axis of expansion into further frontiers. A lightning strike from Kazeron by the revered Admiral Callisto managed to capture the planet before a proper resistance could be organized. The planet ""liberated"" by the league is controlled in an interim government by a military administrator. Nachiketa is now used by the League as a jump-off point for further raids into Hegemony space and marks a shift in the balance between the Hegemony and Persean League.",,,
planet_nachiketa_pirates,CUSTOM,This world was selected by Domain bureaucrats as a site for one of the Sector's AM fuel production facilities due to having no outstanding value apart from existing on a convenient axis of expansion into further frontiers. Hegemony officials were forced to relinquish control of the planet to the underlying civilian hierarchy after constant logistical shortages and civil unrest. Further mismanagement by the new administration resulted in a complete collapse of law and order. Freelancers and disreputable scavengers from across the sector gather here. Fueling up for relatively cheap prices before heading to the fringes of the sector in search of salvage or to actively make said salvage...,,,
planet_nachiketa_sindrian_diktat,CUSTOM,"This world was selected by Domain bureaucrats as a site for one of the Sector's AM fuel production facilities due to having no outstanding value apart from existing on a convenient axis of expansion into further frontiers. A Sindrian strike fleet managed to take the planet after an arduous battle both spaceborne and planetside. Nearly half of the former populace has been uprooted and forced out into space on Starliners. Order is maintained through overwhelming force with a large minority of the remaining demographic being made up of Sindrian marines. As if to boast, fuel canisters made here are painted a unique purple hue to flaunt the Diktat's market power far and wide.",,,
planet_nachiketa_tritachyon,CUSTOM,This world was selected by Domain bureaucrats as a site for one of the Sector's AM fuel production facilities due to having no outstanding value apart from existing on a convenient axis of expansion into further frontiers. The successful takeover of the planet by Tri-Tachyon was long in the making. In the decades leading up to the seizure of Nachiketa Tri-Tachyon already owned a controlling share in many planetside businesses and even the fuel industry. The planet's annexation has halted the corporation's stagnation since the Second AI War. Access to tariff-free fuel has allowed Tri-Tachyon to undercut market prices elsewhere and gain the competitive edge they desperately needed.,,,
planet_nachiketa_neutral,CUSTOM,This world was selected by Domain bureaucrats as a site for one of the Sector's AM fuel production facilities due to having no outstanding value apart from existing on a convenient axis of expansion into further frontiers. The collapse of the planet's reactor resulted in a chain explosion that sent chunks of what once was the AM fuel facility into orbit and left a gaping hole in the planet. All that remains of the planet's infrastructure is some underground rail networks and hidden bunkers. The occasional blip of activity on surface scanners indicates there are at least a few people marooned here.,,,
,,,,,
planet_yama_independent,CUSTOM,"Yama scored only marginal viability on the Eridani-Utopia Corporation survey charts, but the nearby fuel facility on Nachiketa prompted terraforming and colonization. The world has recently slipped out of the Hegemony's grasp but there is little other noteworthy change. An elected civilian body still maintains order here as in decades past.",,,
planet_yama_luddic_church,CUSTOM,"Yama scored only marginal viability on the Eridani-Utopia Corporation survey charts, but the nearby fuel facility on Nachiketa prompted terraforming and colonization. Little has changed on the planet. Citizens are expected to live without some of the luxuries they have grown accustomed to and permits to work in the refineries are all but impossible to get. But the Church is content to allow the greater populace to live as they always have, creating domestic goods and living the quiet lives of farmers. The occasional missionary can be found on the planet spreading the word of Ludd to any who are willing to listen.",,,
planet_yama_luddic_path,CUSTOM,"Yama scored only marginal viability on the Eridani-Utopia Corporation survey charts, but the nearby fuel facility on Nachiketa prompted terraforming and colonization. The Pathers enforce a harsh doctrine of frugal living. Ground patrols conduct house raids on a nearly daily basis searching for hidden technical hubris. The planetside refineries have been expropriated for the sole purpose of churning out high quality—relatively speaking—missiles for Pather cells.",,,
planet_yama_persean,CUSTOM,"Yama scored only marginal viability on the Eridani-Utopia Corporation survey charts, but the nearby fuel facility on Nachiketa prompted terraforming and colonization. The League's invasion of the planet was viewed with open hostility by the populace much to their chagrin. The newly created planetary administrator position quickly became a game of hot potato, with no official foolish enough to take a position likely to get them killed by their own constituents. Eventually, a sufficiently stupid freelancer was picked up less than sober from a bar on Fikenhild. Wagers on how long the administrator will last are a popular bar topic.",,,
